11778,66_0,Autoformer,ETTm2,96,S,6,3,0.0001,0.13437597,0.28134558
11780,66_0,Autoformer,ETTm2,96,S,8,3,0.0001,0.1406414,0.28785044
11782,66_0,Autoformer,ETTm2,96,S,6,3,0.001,0.10852824,0.25297275
11783,66_0,Autoformer,ETTm2,96,S,8,3,0.001,0.12431802,0.27195308
11785,66_0,Autoformer,ETTm2,96,S,6,3,1e-05,0.1472865,0.2958696
11787,66_0,Autoformer,ETTm2,96,S,8,3,1e-05,0.14676936,0.29512262
11791,66_0,Autoformer,ETTm2,96,S,8,2,0.0001,0.13081996,0.27697697
11792,66_0,Autoformer,ETTm2,96,S,6,2,0.001,0.5201215,0.5954353
11793,66_0,Autoformer,ETTm2,96,S,8,2,0.001,0.35508808,0.46646583
11795,66_0,Autoformer,ETTm2,96,S,6,2,1e-05,0.14563863,0.29396468
11798,66_0,Autoformer,ETTm2,96,S,6,1,0.0001,0.1312643,0.27838284
11806,66_0,Autoformer,ETTm2,192,S,6,3,0.0001,0.14199725,0.29178613
11808,66_0,Autoformer,ETTm2,192,S,8,3,0.0001,0.1480829,0.29786283
11809,66_0,Autoformer,ETTm2,192,S,6,3,0.001,1.9828671,1.0372163
11810,66_0,Autoformer,ETTm2,192,S,8,3,0.001,0.12998061,0.28011635
11812,66_0,Autoformer,ETTm2,192,S,8,3,1e-05,0.14787042,0.2976145
11813,66_0,Autoformer,ETTm2,192,S,6,2,0.0001,0.1394516,0.2889844
11811,66_0,Autoformer,ETTm2,192,S,6,3,1e-05,0.14956142,0.29934275
11818,66_0,Autoformer,ETTm2,192,S,6,2,1e-05,0.14976363,0.29952505
11825,66_0,Autoformer,ETTm2,192,S,8,1,0.0001,0.14085548,0.29063547
11827,66_0,Autoformer,ETTm2,192,S,8,1,0.001,7.551944,2.0653963
11834,66_0,Autoformer,ETTm2,336,S,8,3,0.0001,0.15536557,0.30434158
11835,66_0,Autoformer,ETTm2,336,S,6,3,0.001,0.13670154,0.2884695
11833,66_0,Autoformer,ETTm2,336,S,6,3,0.0001,0.150144,0.30019817
11836,66_0,Autoformer,ETTm2,336,S,8,3,0.001,0.13703857,0.29061198
11837,66_0,Autoformer,ETTm2,336,S,6,3,1e-05,0.15822181,0.3072279
11838,66_0,Autoformer,ETTm2,336,S,8,3,1e-05,0.15738724,0.30670574
11839,66_0,Autoformer,ETTm2,336,S,6,2,0.0001,0.14939663,0.29936332
11841,66_0,Autoformer,ETTm2,336,S,8,2,0.0001,0.1536904,0.30261
