8017,2021_0,Autoformer,ILI,36,S,0.6979223,0.67735827
8018,2021_1,Autoformer,ILI,36,S,0.7374903,0.70342475
8019,2021_2,Autoformer,ILI,36,S,0.6876114,0.672541
